uid,grid_id,year,month,date,pr_mm
"[10.0, 2007, 09]",10.0,2007,9.0,2007-09,14.214761436838078
"[10.0, 2007, 10]",10.0,2007,10.0,2007-10,66.74014630418165
"[10.0, 2007, 11]",10.0,2007,11.0,2007-11,133.26629544710121
"[10.0, 2007, 12]",10.0,2007,12.0,2007-12,128.3955672016595
"[11.0, 2007, 01]",11.0,2007,1.0,2007-01,252.6084033613446
"[11.0, 2007, 02]",11.0,2007,2.0,2007-02,376.5665066026411
"[11.0, 2007, 03]",11.0,2007,3.0,2007-03,474.93529411764723
"[11.0, 2007, 04]",11.0,2007,4.0,2007-04,265.7740696278512
"[11.0, 2007, 05]",11.0,2007,5.0,2007-05,819.9453781512608
"[11.0, 2007, 06]",11.0,2007,6.0,2007-06,816.6433373349341
"[11.0, 2007, 07]",11.0,2007,7.0,2007-07,555.7903961584635
"[11.0, 2007, 08]",11.0,2007,8.0,2007-08,801.2644657863148
"[11.0, 2007, 09]",11.0,2007,9.0,2007-09,211.23589435774318
"[11.0, 2007, 10]",11.0,2007,10.0,2007-10,457.6807923169269
"[11.0, 2007, 11]",11.0,2007,11.0,2007-11,288.72845138055237
"[11.0, 2007, 12]",11.0,2007,12.0,2007-12,278.87442977190886
"[12.0, 2007, 01]",12.0,2007,1.0,2007-01,218.25534950071324
"[12.0, 2007, 02]",12.0,2007,2.0,2007-02,347.4393723252496
"[12.0, 2007, 03]",12.0,2007,3.0,2007-03,429.2443448135318
"[12.0, 2007, 04]",12.0,2007,4.0,2007-04,263.6074994905238
"[12.0, 2007, 05]",12.0,2007,5.0,2007-05,690.7079682086816
"[12.0, 2007, 06]",12.0,2007,6.0,2007-06,581.5417770531893
"[12.0, 2007, 07]",12.0,2007,7.0,2007-07,362.32484206235995
"[12.0, 2007, 08]",12.0,2007,8.0,2007-08,534.3098634603627
"[12.0, 2007, 09]",12.0,2007,9.0,2007-09,333.8757896882006
"[12.0, 2007, 10]",12.0,2007,10.0,2007-10,370.47289586305277
"[12.0, 2007, 11]",12.0,2007,11.0,2007-11,258.4468106786224
"[12.0, 2007, 12]",12.0,2007,12.0,2007-12,254.6918687589159
"[13.0, 2007, 01]",13.0,2007,1.0,2007-01,292.76971869829015
"[13.0, 2007, 02]",13.0,2007,2.0,2007-02,261.7515168229454
"[13.0, 2007, 03]",13.0,2007,3.0,2007-03,403.7465526751241
"[13.0, 2007, 04]",13.0,2007,4.0,2007-04,312.0899062327634
"[13.0, 2007, 05]",13.0,2007,5.0,2007-05,102.06894649751794
"[13.0, 2007, 06]",13.0,2007,6.0,2007-06,331.3328736900165
"[13.0, 2007, 07]",13.0,2007,7.0,2007-07,89.97049089906234
"[13.0, 2007, 08]",13.0,2007,8.0,2007-08,111.30474351902924
"[13.0, 2007, 09]",13.0,2007,9.0,2007-09,12.472145615002757
"[13.0, 2007, 10]",13.0,2007,10.0,2007-10,58.767512410369555
"[13.0, 2007, 11]",13.0,2007,11.0,2007-11,118.8519029233315
"[13.0, 2007, 12]",13.0,2007,12.0,2007-12,229.26447876447878
"[14.0, 2007, 01]",14.0,2007,1.0,2007-01,275.7160253287871
"[14.0, 2007, 02]",14.0,2007,2.0,2007-02,256.69199545380735
"[14.0, 2007, 03]",14.0,2007,3.0,2007-03,401.5046273745737
"[14.0, 2007, 04]",14.0,2007,4.0,2007-04,308.49521026140604
"[14.0, 2007, 05]",14.0,2007,5.0,2007-05,103.28965741191752
"[14.0, 2007, 06]",14.0,2007,6.0,2007-06,336.7192726091898
"[14.0, 2007, 07]",14.0,2007,7.0,2007-07,110.30443253774963
"[14.0, 2007, 08]",14.0,2007,8.0,2007-08,126.79119987010877
"[14.0, 2007, 09]",14.0,2007,9.0,2007-09,19.0813443740867
"[14.0, 2007, 10]",14.0,2007,10.0,2007-10,63.204741029387876
"[14.0, 2007, 11]",14.0,2007,11.0,2007-11,117.86101639876603
"[14.0, 2007, 12]",14.0,2007,12.0,2007-12,220.14012014937487
"[15.0, 2007, 01]",15.0,2007,1.0,2007-01,262.68
"[15.0, 2007, 02]",15.0,2007,2.0,2007-02,262.24
"[15.0, 2007, 03]",15.0,2007,3.0,2007-03,390.44
"[15.0, 2007, 04]",15.0,2007,4.0,2007-04,299.4
"[15.0, 2007, 05]",15.0,2007,5.0,2007-05,114.28
"[15.0, 2007, 06]",15.0,2007,6.0,2007-06,272.6
"[15.0, 2007, 07]",15.0,2007,7.0,2007-07,146.36
"[15.0, 2007, 08]",15.0,2007,8.0,2007-08,130.32
"[15.0, 2007, 09]",15.0,2007,9.0,2007-09,81.96
"[15.0, 2007, 10]",15.0,2007,10.0,2007-10,74.6
"[15.0, 2007, 11]",15.0,2007,11.0,2007-11,132.48
"[15.0, 2007, 12]",15.0,2007,12.0,2007-12,230.44
"[16.0, 2007, 01]",16.0,2007,1.0,2007-01,255.44387636532653
"[16.0, 2007, 02]",16.0,2007,2.0,2007-02,635.4957006739484
"[16.0, 2007, 03]",16.0,2007,3.0,2007-03,633.2807343713688
"[16.0, 2007, 04]",16.0,2007,4.0,2007-04,339.30304438763653
"[16.0, 2007, 05]",16.0,2007,5.0,2007-05,777.7910759934929
"[16.0, 2007, 06]",16.0,2007,6.0,2007-06,425.13362770160353
"[16.0, 2007, 07]",16.0,2007,7.0,2007-07,393.983499883802
"[16.0, 2007, 08]",16.0,2007,8.0,2007-08,510.2370439228445
"[16.0, 2007, 09]",16.0,2007,9.0,2007-09,113.97652800371833
"[16.0, 2007, 10]",16.0,2007,10.0,2007-10,178.59981408319777
"[16.0, 2007, 11]",16.0,2007,11.0,2007-11,377.8810132465722
"[16.0, 2007, 12]",16.0,2007,12.0,2007-12,242.06669765280037
"[17.0, 2007, 01]",17.0,2007,1.0,2007-01,230.07619754133103
"[17.0, 2007, 02]",17.0,2007,2.0,2007-02,569.2061254768969
"[17.0, 2007, 03]",17.0,2007,3.0,2007-03,560.5351844001696
"[17.0, 2007, 04]",17.0,2007,4.0,2007-04,352.0575985587112
"[17.0, 2007, 05]",17.0,2007,5.0,2007-05,723.5589762611274
"[17.0, 2007, 06]",17.0,2007,6.0,2007-06,387.20856295040255
"[17.0, 2007, 07]",17.0,2007,7.0,2007-07,438.85587113183544
"[17.0, 2007, 08]",17.0,2007,8.0,2007-08,411.8629186095803
"[17.0, 2007, 09]",17.0,2007,9.0,2007-09,286.8400275540482
"[17.0, 2007, 10]",17.0,2007,10.0,2007-10,154.83949766850355
"[17.0, 2007, 11]",17.0,2007,11.0,2007-11,316.46396778295883
"[17.0, 2007, 12]",17.0,2007,12.0,2007-12,214.57619754133103
"[18.0, 2007, 01]",18.0,2007,1.0,2007-01,285.46995561625124
"[18.0, 2007, 02]",18.0,2007,2.0,2007-02,646.2931034482758
"[18.0, 2007, 03]",18.0,2007,3.0,2007-03,638.2241379310345
"[18.0, 2007, 04]",18.0,2007,4.0,2007-04,364.0443837487197
"[18.0, 2007, 05]",18.0,2007,5.0,2007-05,813.3542164561283
"[18.0, 2007, 06]",18.0,2007,6.0,2007-06,383.45151928986
"[18.0, 2007, 07]",18.0,2007,7.0,2007-07,474.29839535677706
"[18.0, 2007, 08]",18.0,2007,8.0,2007-08,444.5908159781496
"[18.0, 2007, 09]",18.0,2007,9.0,2007-09,192.4175486514169
"[18.0, 2007, 10]",18.0,2007,10.0,2007-10,169.93001024240354
"[18.0, 2007, 11]",18.0,2007,11.0,2007-11,378.08091498805055
"[18.0, 2007, 12]",18.0,2007,12.0,2007-12,230.59354728576304
"[19.0, 2007, 01]",19.0,2007,1.0,2007-01,109.63266916551589
"[19.0, 2007, 02]",19.0,2007,2.0,2007-02,218.9808640757546
"[19.0, 2007, 03]",19.0,2007,3.0,2007-03,314.8640757545867
"[19.0, 2007, 04]",19.0,2007,4.0,2007-04,237.5131189583744
"[19.0, 2007, 05]",19.0,2007,5.0,2007-05,214.2919708029197
"[19.0, 2007, 06]",19.0,2007,6.0,2007-06,405.2931544683369
"[19.0, 2007, 07]",19.0,2007,7.0,2007-07,468.0570132175971
"[19.0, 2007, 08]",19.0,2007,8.0,2007-08,314.1461826790294
"[19.0, 2007, 09]",19.0,2007,9.0,2007-09,149.2793450384691
"[19.0, 2007, 10]",19.0,2007,10.0,2007-10,68.60209114223713
"[19.0, 2007, 11]",19.0,2007,11.0,2007-11,60.3389228644703
"[19.0, 2007, 12]",19.0,2007,12.0,2007-12,145.99191161964885
"[20.0, 2007, 01]",20.0,2007,1.0,2007-01,89.93955555555556
"[20.0, 2007, 02]",20.0,2007,2.0,2007-02,253.32622222222224
"[20.0, 2007, 03]",20.0,2007,3.0,2007-03,296.63911111111116
"[20.0, 2007, 04]",20.0,2007,4.0,2007-04,240.9334444444444
"[20.0, 2007, 05]",20.0,2007,5.0,2007-05,322.6644444444445
"[20.0, 2007, 06]",20.0,2007,6.0,2007-06,455.12266666666665
"[20.0, 2007, 07]",20.0,2007,7.0,2007-07,541.6602222222222
"[20.0, 2007, 08]",20.0,2007,8.0,2007-08,373.73311111111104
"[20.0, 2007, 09]",20.0,2007,9.0,2007-09,173.36955555555554
"[20.0, 2007, 10]",20.0,2007,10.0,2007-10,59.257999999999996
"[20.0, 2007, 11]",20.0,2007,11.0,2007-11,43.87577777777778
"[20.0, 2007, 12]",20.0,2007,12.0,2007-12,138.57244444444444
"[21.0, 2007, 01]",21.0,2007,1.0,2007-01,101.57116539847817
"[21.0, 2007, 02]",21.0,2007,2.0,2007-02,356.1780536643972
"[21.0, 2007, 03]",21.0,2007,3.0,2007-03,377.9863035642771
"[21.0, 2007, 04]",21.0,2007,4.0,2007-04,280.34385262314777
"[21.0, 2007, 05]",21.0,2007,5.0,2007-05,470.6945935122147
"[21.0, 2007, 06]",21.0,2007,6.0,2007-06,430.2165798958751
"[21.0, 2007, 07]",21.0,2007,7.0,2007-07,462.8092911493793
"[21.0, 2007, 08]",21.0,2007,8.0,2007-08,383.21369643572285
"[21.0, 2007, 09]",21.0,2007,9.0,2007-09,219.58614337204645
"[21.0, 2007, 10]",21.0,2007,10.0,2007-10,117.18886663996797
"[21.0, 2007, 11]",21.0,2007,11.0,2007-11,148.69979975971165
"[21.0, 2007, 12]",21.0,2007,12.0,2007-12,173.04533440128154
"[22.0, 2007, 01]",22.0,2007,1.0,2007-01,274.6703106021169
"[22.0, 2007, 02]",22.0,2007,2.0,2007-02,392.36300537914286
"[22.0, 2007, 03]",22.0,2007,3.0,2007-03,345.10445948290817
"[22.0, 2007, 04]",22.0,2007,4.0,2007-04,344.17386777719935
"[22.0, 2007, 05]",22.0,2007,5.0,2007-05,184.08294291167792
"[22.0, 2007, 06]",22.0,2007,6.0,2007-06,336.91549540170047
"[22.0, 2007, 07]",22.0,2007,7.0,2007-07,299.55838972757243
"[22.0, 2007, 08]",22.0,2007,8.0,2007-08,93.4698941523512
"[22.0, 2007, 09]",22.0,2007,9.0,2007-09,122.83237896928678
"[22.0, 2007, 10]",22.0,2007,10.0,2007-10,83.01422870032967
"[22.0, 2007, 11]",22.0,2007,11.0,2007-11,163.23859101162586
"[22.0, 2007, 12]",22.0,2007,12.0,2007-12,254.44889814332814
"[23.0, 2007, 01]",23.0,2007,1.0,2007-01,290.5343494085533
"[23.0, 2007, 02]",23.0,2007,2.0,2007-02,370.67538671519566
"[23.0, 2007, 03]",23.0,2007,3.0,2007-03,322.24613284804377
"[23.0, 2007, 04]",23.0,2007,4.0,2007-04,352.5220655141039
"[23.0, 2007, 05]",23.0,2007,5.0,2007-05,201.20768880800733
"[23.0, 2007, 06]",23.0,2007,6.0,2007-06,342.6517288444041
"[23.0, 2007, 07]",23.0,2007,7.0,2007-07,297.97292993630583
"[23.0, 2007, 08]",23.0,2007,8.0,2007-08,87.70245677888992
"[23.0, 2007, 09]",23.0,2007,9.0,2007-09,152.6358052775251
"[23.0, 2007, 10]",23.0,2007,10.0,2007-10,83.95768880800729
"[23.0, 2007, 11]",23.0,2007,11.0,2007-11,163.75750682438587
"[23.0, 2007, 12]",23.0,2007,12.0,2007-12,269.31164695177443
"[24.0, 2007, 01]",24.0,2007,1.0,2007-01,183.85628326776214
"[24.0, 2007, 02]",24.0,2007,2.0,2007-02,321.6764637815321
"[24.0, 2007, 03]",24.0,2007,3.0,2007-03,391.33927331636204
"[24.0, 2007, 04]",24.0,2007,4.0,2007-04,258.881971765795
"[24.0, 2007, 05]",24.0,2007,5.0,2007-05,168.24832214765104
"[24.0, 2007, 06]",24.0,2007,6.0,2007-06,234.02198565146963
"[24.0, 2007, 07]",24.0,2007,7.0,2007-07,182.18074519787092
"[24.0, 2007, 08]",24.0,2007,8.0,2007-08,90.6732237907892
"[24.0, 2007, 09]",24.0,2007,9.0,2007-09,97.61050682712337
"[24.0, 2007, 10]",24.0,2007,10.0,2007-10,76.59847257579264
"[24.0, 2007, 11]",24.0,2007,11.0,2007-11,91.9456144411016
"[24.0, 2007, 12]",24.0,2007,12.0,2007-12,212.25619069659805
"[25.0, 2007, 01]",25.0,2007,1.0,2007-01,68.86803230254088
"[25.0, 2007, 02]",25.0,2007,2.0,2007-02,565.2158755170377
"[25.0, 2007, 03]",25.0,2007,3.0,2007-03,273.96139452432544
"[25.0, 2007, 04]",25.0,2007,4.0,2007-04,219.25113255859762
"[25.0, 2007, 05]",25.0,2007,5.0,2007-05,267.57277920031515
"[25.0, 2007, 06]",25.0,2007,6.0,2007-06,31.49162891471342
"[25.0, 2007, 07]",25.0,2007,7.0,2007-07,105.49044711443769
"[25.0, 2007, 08]",25.0,2007,8.0,2007-08,5.993106165058106
"[25.0, 2007, 09]",25.0,2007,9.0,2007-09,11.619460311207408
"[25.0, 2007, 10]",25.0,2007,10.0,2007-10,22.59720307268072
"[25.0, 2007, 11]",25.0,2007,11.0,2007-11,7.917470947409887
"[25.0, 2007, 12]",25.0,2007,12.0,2007-12,63.645065983848745
"[26.0, 2007, 01]",26.0,2007,1.0,2007-01,107.27598281075923
"[26.0, 2007, 02]",26.0,2007,2.0,2007-02,108.02673881903549
"[26.0, 2007, 03]",26.0,2007,3.0,2007-03,147.59891771446763
"[26.0, 2007, 04]",26.0,2007,4.0,2007-04,132.87092153429893
"[26.0, 2007, 05]",26.0,2007,5.0,2007-05,26.710488620085954
"[26.0, 2007, 06]",26.0,2007,6.0,2007-06,20.410154384848006
"[26.0, 2007, 07]",26.0,2007,7.0,2007-07,29.13544485118574
"[26.0, 2007, 08]",26.0,2007,8.0,2007-08,3.0084354607671506
"[26.0, 2007, 09]",26.0,2007,9.0,2007-09,1.969123030399491
"[26.0, 2007, 10]",26.0,2007,10.0,2007-10,2.7916600350151217
"[26.0, 2007, 11]",26.0,2007,11.0,2007-11,9.58618494349833
"[26.0, 2007, 12]",26.0,2007,12.0,2007-12,10.520292853732297
"[27.0, 2007, 01]",27.0,2007,1.0,2007-01,63.610781046225185
"[27.0, 2007, 02]",27.0,2007,2.0,2007-02,641.0795536878715
"[27.0, 2007, 03]",27.0,2007,3.0,2007-03,306.59831908419073
"[27.0, 2007, 04]",27.0,2007,4.0,2007-04,235.09302999565284
"[27.0, 2007, 05]",27.0,2007,5.0,2007-05,267.4689175481814
"[27.0, 2007, 06]",27.0,2007,6.0,2007-06,15.271120127517754
"[27.0, 2007, 07]",27.0,2007,7.0,2007-07,108.55919431966383
"[27.0, 2007, 08]",27.0,2007,8.0,2007-08,4.065497753948704
"[27.0, 2007, 09]",27.0,2007,9.0,2007-09,11.244747138095928
"[27.0, 2007, 10]",27.0,2007,10.0,2007-10,20.745109404434142
"[27.0, 2007, 11]",27.0,2007,11.0,2007-11,6.046659904361687
"[27.0, 2007, 12]",27.0,2007,12.0,2007-12,58.18272714099406
"[28.0, 2007, 01]",28.0,2007,1.0,2007-01,169.46033721851302
"[28.0, 2007, 02]",28.0,2007,2.0,2007-02,324.65010750254595
"[28.0, 2007, 03]",28.0,2007,3.0,2007-03,397.5380785334388
"[28.0, 2007, 04]",28.0,2007,4.0,2007-04,249.70499038135105
"[28.0, 2007, 05]",28.0,2007,5.0,2007-05,179.41065972615132
"[28.0, 2007, 06]",28.0,2007,6.0,2007-06,245.7245671608011
"[28.0, 2007, 07]",28.0,2007,7.0,2007-07,194.3590585040171
"[28.0, 2007, 08]",28.0,2007,8.0,2007-08,106.91162159103764
"[28.0, 2007, 09]",28.0,2007,9.0,2007-09,97.63947040850965
"[28.0, 2007, 10]",28.0,2007,10.0,2007-10,71.7187959714835
"[28.0, 2007, 11]",28.0,2007,11.0,2007-11,82.57089510014706
"[28.0, 2007, 12]",28.0,2007,12.0,2007-12,219.39436460337208
"[29.0, 2007, 01]",29.0,2007,1.0,2007-01,152.00557001876854
"[29.0, 2007, 02]",29.0,2007,2.0,2007-02,332.87976024701817
"[29.0, 2007, 03]",29.0,2007,3.0,2007-03,403.2727492886117
"[29.0, 2007, 04]",29.0,2007,4.0,2007-04,251.67475933886294
"[29.0, 2007, 05]",29.0,2007,5.0,2007-05,192.9402433856027
"[29.0, 2007, 06]",29.0,2007,6.0,2007-06,245.0940848822425
"[29.0, 2007, 07]",29.0,2007,7.0,2007-07,202.8473088333232
"[29.0, 2007, 08]",29.0,2007,8.0,2007-08,120.67699945510685
"[29.0, 2007, 09]",29.0,2007,9.0,2007-09,100.57764727250711
"[29.0, 2007, 10]",29.0,2007,10.0,2007-10,61.047890052673
"[29.0, 2007, 11]",29.0,2007,11.0,2007-11,59.67911848398619
"[29.0, 2007, 12]",29.0,2007,12.0,2007-12,209.70248834534112
"[30.0, 2007, 01]",30.0,2007,1.0,2007-01,535.3294025157232
"[30.0, 2007, 02]",30.0,2007,2.0,2007-02,188.06367924528303
"[30.0, 2007, 03]",30.0,2007,3.0,2007-03,203.81682389937106
"[30.0, 2007, 04]",30.0,2007,4.0,2007-04,354.62893081761007
"[30.0, 2007, 05]",30.0,2007,5.0,2007-05,208.24659329140462
"[30.0, 2007, 06]",30.0,2007,6.0,2007-06,147.32966457023062
"[30.0, 2007, 07]",30.0,2007,7.0,2007-07,164.1640461215933
"[30.0, 2007, 08]",30.0,2007,8.0,2007-08,60.249737945492654
"[30.0, 2007, 09]",30.0,2007,9.0,2007-09,74.58438155136267
"[30.0, 2007, 10]",30.0,2007,10.0,2007-10,206.53590146750523
"[30.0, 2007, 11]",30.0,2007,11.0,2007-11,229.84669811320754
"[30.0, 2007, 12]",30.0,2007,12.0,2007-12,389.0670859538784
"[31.0, 2007, 01]",31.0,2007,1.0,2007-01,46.38648443432043
"[31.0, 2007, 02]",31.0,2007,2.0,2007-02,611.5474563401671
"[31.0, 2007, 03]",31.0,2007,3.0,2007-03,338.8785117691724
"[31.0, 2007, 04]",31.0,2007,4.0,2007-04,259.0888382687927
"[31.0, 2007, 05]",31.0,2007,5.0,2007-05,245.56416097190586
"[31.0, 2007, 06]",31.0,2007,6.0,2007-06,10.532270311313592
"[31.0, 2007, 07]",31.0,2007,7.0,2007-07,81.90356871678055
"[31.0, 2007, 08]",31.0,2007,8.0,2007-08,2.129081245254366
"[31.0, 2007, 09]",31.0,2007,9.0,2007-09,2.572513287775247
